time	geo	champ	rh	rbh
2015-01-01	ES	mdhi	0.05754434100633947	0.06921378988738641
2015-01-01	ES	mdhifi	0.056823956470636754	0.06702113883852817
2015-01-01	ES	mdhim	0.058883161257228374	0.06882251670988364
2015-01-01	ES	mdhimfi	0.04817320608607865	0.056817992514485834
2015-01-01	ES	tb	0.04682710654274636	0.052234625904978724
2015-01-01	NL	md	0.06688188820881123	0.07858959136228755
2015-01-01	NL	mdhfi	0.05216695324763936	0.06069661379896554
2015-01-01	NL	mdhi	0.15171807887027935	0.17918969985067867
2015-01-01	NL	mdhifi	0.12142740022930448	0.14219029792176288
2015-01-01	NL	mdhim	0.12145217037374548	0.1419802759643158
2015-01-01	NL	mdhimfi	0.08926606304633143	0.10452968666784934
2015-01-01	NL	tb	0.05252929613806643	0.0617297657453693
2015-01-01	BE	md	0.04151985474835681	0.0535308611402299
2015-01-01	BE	mdhfi	0.037957232114432526	0.047096488794872764
2015-01-01	BE	mdhi	0.06289684839241311	0.08836105125498965
2015-01-01	BE	mdhifi	0.05649387448842858	0.07654686628019265
2015-01-01	BE	mdhim	0.06462194172787147	0.0873077340271723
2015-01-01	BE	mdhimfi	0.0499691672598363	0.0677061575083636
2015-01-01	BE	tb	0.03931710333661179	0.050101913259079575
2014-01-01	DE	md	0.039578949499991786	0.04794045379100485
2014-01-01	DE	mdhfi	0.03774615851834418	0.045246157578683076
2014-01-01	DE	mdhi	0.06408267792625154	0.08645970139538303
2014-01-01	DE	mdhifi	0.06028392419315861	0.08100424452013137
2014-01-01	DE	mdhim	0.0655792558834124	0.08244120049458442
2014-01-01	DE	mdhimfi	0.04485565261460417	0.06027308774493844
2014-01-01	DE	tb	0.034887838063349094	0.042032908264438916
2014-01-01	FR	md	0.03626996256305892	0.044991660448205205
2014-01-01	FR	mdhfi	0.03643991523686449	0.04314520047433986
2014-01-01	FR	mdhi	0.05699962786931556	0.09130280649708898
2014-01-01	FR	mdhifi	0.05891415882568942	0.08644107835783228
2014-01-01	FR	mdhim	0.03953152458417397	0.05870170632543559
2014-01-01	FR	mdhimfi	0.027654849719270118	0.04264984183057931
2014-01-01	FR	tb	0.03225830953860241	0.03977997142930284
2014-01-01	IT	md	0.04461219974224808	0.05139197982235753
2014-01-01	IT	mdhfi	0.03866153168872514	0.04442621004258316
2014-01-01	IT	mdhi	0.060398698508745484	0.07678894697262459
2014-01-01	IT	mdhifi	0.04629771111084846	0.06055058278252346
2014-01-01	IT	mdhim	0.05969442995497918	0.07303455587359686
2014-01-01	IT	mdhimfi	0.03741220948213327	0.048929656196204666
2014-01-01	IT	tb	0.0413456685419755	0.04720470459604265
2014-01-01	ES	md	0.054413111397147024	0.06007574935156163
2014-01-01	ES	mdhfi	0.053797608791709924	0.058478215645302686
2014-01-01	ES	mdhi	0.05226197816016199	0.062392439847948095
2014-01-01	ES	mdhifi	0.05107885413953028	0.059567294779853466
2014-01-01	ES	mdhim	0.056199641569350776	0.06484880872162456
2014-01-01	ES	mdhimfi	0.04341262552734519	0.05062706878448669
2014-01-01	ES	tb	0.04643687194919121	0.05115210401050006
2014-01-01	NL	md	0.06036858541877617	0.07063132327095946
2014-01-01	NL	mdhfi	0.04592433420005265	0.05307178742116814
2014-01-01	NL	mdhi	0.14322469167634008	0.1682468121950281
2014-01-01	NL	mdhifi	0.11248422931100328	0.13065204114297882
2014-01-01	NL	mdhim	0.11260982214371422	0.1309580560059492
2014-01-01	NL	mdhimfi	0.08092602849159644	0.09399673953215824
2014-01-01	NL	tb	0.047422192352711764	0.05548330781607601
2014-01-01	BE	md	0.03873192450318721	0.050050408211389466
2014-01-01	BE	mdhfi	0.035911488198942076	0.04438940416900649
2014-01-01	BE	mdhi	0.05671690218010445	0.08059598316002359
2014-01-01	BE	mdhifi	0.05176494611942865	0.07028351339845908
2014-01-01	BE	mdhim	0.05915223592947864	0.0805174170011712
2014-01-01	BE	mdhimfi	0.045989910052500714	0.06244249635480039
2014-01-01	BE	tb	0.03691353422848659	0.04707074495605756
2013-01-01	DE	md	0.037552846294638405	0.04605229531306134
2013-01-01	DE	mdhfi	0.03549502483461038	0.04295026113552347
2013-01-01	DE	mdhi	0.057025106861576066	0.0796071148614712
2013-01-01	DE	mdhifi	0.05238104630267667	0.07282185286866569
2013-01-01	DE	mdhim	0.06106163284617841	0.0781024658656457
2013-01-01	DE	mdhimfi	0.03903679973621062	0.05427024253061997
2013-01-01	DE	tb	0.03301106045543227	0.040263893046674784
2013-01-01	FR	md	0.03559515385990474	0.044612746335786164
2013-01-01	FR	mdhfi	0.03593233699632915	0.04292467882177522
2013-01-01	FR	mdhi	0.05375577063111584	0.08895177110156613
2013-01-01	FR	mdhifi	0.05618248299042437	0.08465181821387155
2013-01-01	FR	mdhim	0.037515653640500725	0.057143926388031785
2013-01-01	FR	mdhimfi	0.02607931226139159	0.041558899511795075
2013-01-01	FR	tb	0.031572227693949705	0.039319439638592066
2013-01-01	IT	md	0.04189154960987137	0.04977189232304714
2013-01-01	IT	mdhfi	0.03771695600034884	0.044432640291784585
2013-01-01	IT	mdhi	0.052683821004308566	0.07158707863179618
2013-01-01	IT	mdhifi	0.04286329613332258	0.05933965664270072
2013-01-01	IT	mdhim	0.053455478512979694	0.06886065701010778
2013-01-01	IT	mdhimfi	0.034680731734475626	0.04801176994975714
2013-01-01	IT	tb	0.038721436432663126	0.04552150358287523
2013-01-01	ES	md	0.05384122255991967	0.05967174970256531
2013-01-01	ES	mdhfi	0.05438345698859943	0.05915611536411123
2013-01-01	ES	mdhi	0.04931765578018874	0.059624820284734696
2013-01-01	ES	mdhifi	0.050148743483326444	0.05869954210213613
2013-01-01	ES	mdhim	0.05440741730651881	0.06327670610899985
2013-01-01	ES	mdhimfi	0.04296683956469514	0.050293060859283846
2013-01-01	ES	tb	0.04653265632027323	0.05136882393966848
2013-01-01	NL	md	0.060624856736161165	0.0693560521197837
2013-01-01	NL	mdhfi	0.04745612247078792	0.05346148180483395
2013-01-01	NL	mdhi	0.1483997412362169	0.17004769165349723
2013-01-01	NL	mdhifi	0.12100290016250678	0.13657588386093347
2013-01-01	NL	mdhim	0.11647233395257536	0.13225664449778343
2013-01-01	NL	mdhimfi	0.08642682848272885	0.09754989734521628
2013-01-01	NL	tb	0.04750308239771993	0.05438519110977408
2013-01-01	BE	md	0.035093418421825874	0.04620928878845813
2013-01-01	BE	mdhfi	0.03364632110554413	0.04249492091405483
2013-01-01	BE	mdhi	0.04877889381528228	0.07210957425327601
2013-01-01	BE	mdhifi	0.046563579233034225	0.06579632922812947
2013-01-01	BE	mdhim	0.052240333897491366	0.07320381133123297
2013-01-01	BE	mdhimfi	0.041552590319630184	0.05871558754685142
2013-01-01	BE	tb	0.033425592771489335	0.0434009481128413
2012-01-01	DE	md	0.03827530452412983	0.04723908573880786
2012-01-01	DE	mdhfi	0.03558520906556066	0.043399215757444584
2012-01-01	DE	mdhi	0.05819649210382601	0.08166293625444565
2012-01-01	DE	mdhifi	0.05193984811159693	0.07303437746998837
2012-01-01	DE	mdhim	0.061998365300356906	0.0798052136066707
2012-01-01	DE	mdhimfi	0.03893908185502276	0.05475356024192019
2012-01-01	DE	tb	0.03369167683208211	0.04133054915415216
2012-01-01	FR	md	0.034362256432685576	0.04307174892819936
2012-01-01	FR	mdhfi	0.03538139606559754	0.042073977931929823
2012-01-01	FR	mdhi	0.048251663593019474	0.08200008575091029
2012-01-01	FR	mdhifi	0.05319500115990056	0.08026549392529585
2012-01-01	FR	mdhim	0.034760059565336024	0.053590224890631394
2012-01-01	FR	mdhimfi	0.02479501741823328	0.03951454536195971
2012-01-01	FR	tb	0.03034570295586062	0.037815789780462926
2012-01-01	IT	md	0.04083994835280178	0.048160351393867144
2012-01-01	IT	mdhfi	0.03712163987843293	0.043288377431774314
2012-01-01	IT	mdhi	0.05010975762512701	0.06743240105826205
2012-01-01	IT	mdhifi	0.04147612972605456	0.05640105286950593
2012-01-01	IT	mdhim	0.051624578524526565	0.06577258310503313
2012-01-01	IT	mdhimfi	0.033631949547384285	0.04573419403052433
2012-01-01	IT	tb	0.037603337477960234	0.04391074789224198
2012-01-01	ES	md	0.05192038534250614	0.05798829966010015
2012-01-01	ES	mdhfi	0.05077237026929164	0.055993545983387134
2012-01-01	ES	mdhi	0.0510066147766218	0.061881455821432334
2012-01-01	ES	mdhifi	0.048889926495578793	0.05838162218307338
2012-01-01	ES	mdhim	0.05477715075632387	0.06413657858651589
2012-01-01	ES	mdhimfi	0.04188747184638058	0.05001968157511264
2012-01-01	ES	tb	0.045143728003221306	0.05019129583803745
2012-01-01	NL	md	0.06039492497892147	0.06882748274765865
2012-01-01	NL	mdhfi	0.045403919716883824	0.05104615009182468
2012-01-01	NL	mdhi	0.15276942101851523	0.17405736918481868
2012-01-01	NL	mdhifi	0.12053099261883095	0.13546841896433734
2012-01-01	NL	mdhim	0.1199752599592653	0.13542079196134357
2012-01-01	NL	mdhimfi	0.08555804366101522	0.0961612665141917
2012-01-01	NL	tb	0.04749142427361651	0.054164047154771446
2012-01-01	BE	md	0.03584603930779433	0.04670124640327467
2012-01-01	BE	mdhfi	0.033813417914076424	0.042725697519784216
2012-01-01	BE	mdhi	0.04937718858457491	0.07172963341207225
2012-01-01	BE	mdhifi	0.04597772293267109	0.06498145768872164
2012-01-01	BE	mdhim	0.05288632858282958	0.07306660385678411
2012-01-01	BE	mdhimfi	0.04123289902260548	0.05827548021776535
2012-01-01	BE	tb	0.03437940451762829	0.04411626143609066
2011-01-01	DE	md	0.04306085896493073	0.051704538648614684
2011-01-01	DE	mdhfi	0.03994413787049788	0.047911336374114086
2011-01-01	DE	mdhi	0.06442184558532367	0.08673964893586207
2011-01-01	DE	mdhifi	0.05719530393612012	0.07839606734755751
2011-01-01	DE	mdhim	0.07025874983821186	0.0873285490744433
2011-01-01	DE	mdhimfi	0.04323799537978343	0.05926515927868367
2011-01-01	DE	tb	0.03766436873528923	0.04501277866487379
2011-01-01	FR	md	0.03771352226735003	0.04644501911168596
2011-01-01	FR	mdhfi	0.03820806747794777	0.04491489119343338
2011-01-01	FR	mdhi	0.06121601971792551	0.09499667635316122
2011-01-01	FR	mdhifi	0.06456283066062861	0.09161712511547142
2011-01-01	FR	mdhim	0.042203059705622804	0.06107095368347469
2011-01-01	FR	mdhimfi	0.03125959154087673	0.04599632090191192
2011-01-01	FR	tb	0.0333284542532675	0.04081521779368681
2011-01-01	IT	md	0.04799527092285674	0.055084247734805546
2011-01-01	IT	mdhfi	0.04406822983807874	0.05016327397128854
2011-01-01	IT	mdhi	0.05996168879232022	0.07656725254155511
2011-01-01	IT	mdhifi	0.051032529885182656	0.06563953243762347
2011-01-01	IT	mdhim	0.06156470687313143	0.0751583016452955
2011-01-01	IT	mdhimfi	0.04147299880707677	0.05334378398655575
2011-01-01	IT	tb	0.043665561579902624	0.049761793382495104
2011-01-01	ES	md	0.05137838053543996	0.05603557738486557
2011-01-01	ES	mdhfi	0.05063905194123031	0.05429221222348987
2011-01-01	ES	mdhi	0.05599418768883405	0.06465770490097345
2011-01-01	ES	mdhifi	0.05476661386026781	0.06167905367851696
2011-01-01	ES	mdhim	0.05759146498842958	0.06500702246881143
2011-01-01	ES	mdhimfi	0.046628240698902035	0.05251348510134682
2011-01-01	ES	tb	0.04503842493543919	0.048947608998838994
2011-01-01	NL	md	0.06189122555031888	0.0702937648914658
2011-01-01	NL	mdhfi	0.04836864696605109	0.05410401536733143
2011-01-01	NL	mdhi	0.15280094065800276	0.1744187806783892
2011-01-01	NL	mdhifi	0.12394677565116731	0.1394715039083027
2011-01-01	NL	mdhim	0.11970822520305346	0.13529173985723933
2011-01-01	NL	mdhimfi	0.08727216337324811	0.09820327968235755
2011-01-01	NL	tb	0.048881281768217405	0.05556399385918997
2011-01-01	BE	md	0.040565035172529275	0.05081628100633938
2011-01-01	BE	mdhfi	0.03983669379657075	0.0484140734115642
2011-01-01	BE	mdhi	0.05877097265779683	0.07979257526045644
2011-01-01	BE	mdhifi	0.05849798148873495	0.07671776737937323
2011-01-01	BE	mdhim	0.061595645451762944	0.08064304008236131
2011-01-01	BE	mdhimfi	0.05265815052050028	0.06905906220093622
2011-01-01	BE	tb	0.03872368943030455	0.0479316511155186
2010-01-01	DE	md	0.0428734797433354	0.050170896437757816
2010-01-01	DE	mdhfi	0.039868512221683965	0.04611294178165079
2010-01-01	DE	mdhi	0.06457312468857052	0.08317304419926946
2010-01-01	DE	mdhifi	0.057751226981925224	0.07414232373020144
2010-01-01	DE	mdhim	0.06973560447472303	0.08407968153017142
2010-01-01	DE	mdhimfi	0.044042188603681844	0.05654235201379804
2010-01-01	DE	tb	0.03765729076019963	0.04384954509719596
2010-01-01	FR	md	0.03949000411428182	0.04728035369110115
2010-01-01	FR	mdhfi	0.03895796718046297	0.04501774225907836
2010-01-01	FR	mdhi	0.0664256395130326	0.09641189871465297
2010-01-01	FR	mdhifi	0.06582572655503124	0.09013421162395992
2010-01-01	FR	mdhim	0.04656344480038127	0.06339718520601385
2010-01-01	FR	mdhimfi	0.03229193333347703	0.045605633454051116
2010-01-01	FR	tb	0.034955268303544784	0.04163472665765441
2010-01-01	IT	md	0.047755406239610484	0.055294448108432405
2010-01-01	IT	mdhfi	0.04404479993816898	0.050715989116756385
2010-01-01	IT	mdhi	0.058596259056268064	0.07613556962771315
2010-01-01	IT	mdhifi	0.05020481521606337	0.06608563067014689
2010-01-01	IT	mdhim	0.06053513036219289	0.07488766566128283
2010-01-01	IT	mdhimfi	0.04078105004799048	0.053680934791091074
2010-01-01	IT	tb	0.04355991207013602	0.05004712628712211
2010-01-01	ES	md	0.04962616969971673	0.05420978530460967
2010-01-01	ES	mdhfi	0.048402030202573644	0.05190956553443378
2010-01-01	ES	mdhi	0.060498016467598247	0.06936718529020947
2010-01-01	ES	mdhifi	0.05847829011309581	0.0653829177410057
2010-01-01	ES	mdhim	0.060110376867942905	0.06763340040780014
2010-01-01	ES	mdhimfi	0.04933395674516108	0.05515889793407023
2010-01-01	ES	tb	0.04376538284388718	0.047649993742892735
2010-01-01	NL	md	0.05884181842607495	0.06744328132894183
2010-01-01	NL	mdhfi	0.045310346322803154	0.05123560649966472
2010-01-01	NL	mdhi	0.15037214349270053	0.17297726800646301
2010-01-01	NL	mdhifi	0.12104710590856832	0.13748463698719815
2010-01-01	NL	mdhim	0.11766832838051033	0.13385607820389364
2010-01-01	NL	mdhimfi	0.0845296909536078	0.09600835797078057
2010-01-01	NL	tb	0.047239283558406786	0.054125762144439316
2010-01-01	BE	md	0.04116524343962962	0.05048615815920646
2010-01-01	BE	mdhfi	0.03894507092950561	0.046718344680935234
2010-01-01	BE	mdhi	0.06058711465646323	0.07959237583392219
2010-01-01	BE	mdhifi	0.057273884541528104	0.07369623698739564
2010-01-01	BE	mdhim	0.06324827065032476	0.0805173927765182
2010-01-01	BE	mdhimfi	0.05170693664505412	0.06653305755999785
2010-01-01	BE	tb	0.03950667609325963	0.047884547822136914
2009-01-01	DE	md	0.03703862020443362	0.043461354386057596
2009-01-01	DE	mdhfi	0.034389844943373826	0.03983802661472739
2009-01-01	DE	mdhi	0.0475841152142884	0.06387986086968574
2009-01-01	DE	mdhifi	0.04117975288096064	0.055411798664425076
2009-01-01	DE	mdhim	0.057833301176912384	0.0704053985047657
2009-01-01	DE	mdhimfi	0.031419440716073256	0.04227824601426498
2009-01-01	DE	tb	0.03297484087378792	0.038428566392081503
2009-01-01	FR	md	0.03948332472184523	0.04527099372111334
2009-01-01	FR	mdhfi	0.040197515836651	0.04492828203255757
2009-01-01	FR	mdhi	0.06170423133405472	0.0837347174551487
2009-01-01	FR	mdhifi	0.06580839588103571	0.08457522768796279
2009-01-01	FR	mdhim	0.044724526831167635	0.0572038378147956
2009-01-01	FR	mdhimfi	0.03249287406080412	0.042866231379332397
2009-01-01	FR	tb	0.035038613866946594	0.040008999599457494
2009-01-01	IT	md	0.04749515012975788	0.05539315865292443
2009-01-01	IT	mdhfi	0.044163554070767413	0.051072210744103286
2009-01-01	IT	mdhi	0.0554982712908455	0.07377805104598073
2009-01-01	IT	mdhifi	0.04793470943169956	0.06429391312124495
2009-01-01	IT	mdhim	0.05889963132641133	0.07386190609597028
2009-01-01	IT	mdhimfi	0.03894786718682359	0.052240032720662265
2009-01-01	IT	tb	0.0435993186819875	0.05040111968260784
2009-01-01	ES	md	0.051696749424893204	0.05742922696418298
2009-01-01	ES	mdhfi	0.04678090765946042	0.05113383495295539
2009-01-01	ES	mdhi	0.07219938155892935	0.08349451824451234
2009-01-01	ES	mdhifi	0.06307305749898107	0.07180024337066387
2009-01-01	ES	mdhim	0.0689377889025291	0.07846705267860017
2009-01-01	ES	mdhimfi	0.05291791991749319	0.06023997693161922
2009-01-01	ES	tb	0.04607746027837398	0.05097061055462884
2009-01-01	NL	md	0.056469728605577904	0.06427250102834901
2009-01-01	NL	mdhfi	0.046428915958391916	0.052343758962295005
2009-01-01	NL	mdhi	0.1388926091516502	0.15924212636434953
2009-01-01	NL	mdhifi	0.11889625570677345	0.13521035314731625
2009-01-01	NL	mdhim	0.10962856834010275	0.12429533179390483
2009-01-01	NL	mdhimfi	0.08351542049224918	0.0949748117035137
2009-01-01	NL	tb	0.04549922703193019	0.05177377022795519
2009-01-01	BE	md	0.03606347455735938	0.04449952470878273
2009-01-01	BE	mdhfi	0.034795761800830834	0.04163706329415817
2009-01-01	BE	mdhi	0.05185395295473409	0.0689646688676788
2009-01-01	BE	mdhifi	0.0503182022406808	0.06469716513282636
2009-01-01	BE	mdhim	0.05468950068735958	0.07027272216283773
2009-01-01	BE	mdhimfi	0.04553566485717995	0.05854796669019767
2009-01-01	BE	tb	0.03501167341197829	0.042607015185496214
2008-01-01	DE	md	0.04672754547510056	0.05593079050345866
2008-01-01	DE	mdhfi	0.04585431881471451	0.05451298229848215
2008-01-01	DE	mdhi	0.0680949701568056	0.09122719694761695
2008-01-01	DE	mdhifi	0.06687738363821445	0.08927968488156716
2008-01-01	DE	mdhim	0.07473718619916862	0.09263426292992534
2008-01-01	DE	mdhimfi	0.05117744129908801	0.06832064269955446
2008-01-01	DE	tb	0.04107349068179626	0.04889512672604678
2008-01-01	FR	md	0.04443435322983821	0.05499261364496897
2008-01-01	FR	mdhfi	0.04555425660879201	0.05499376610735214
2008-01-01	FR	mdhi	0.07060676192888983	0.11040535683036792
2008-01-01	FR	mdhifi	0.07647483278725277	0.11352688448138003
2008-01-01	FR	mdhim	0.05551397616625021	0.07819401072638164
2008-01-01	FR	mdhimfi	0.03955015279205309	0.06016620688953436
2008-01-01	FR	tb	0.03891424820581531	0.0479894213144445
2008-01-01	IT	md	0.05601697613833251	0.06641025723478196
2008-01-01	IT	mdhfi	0.051684538842501036	0.0609377399025345
2008-01-01	IT	mdhi	0.07345803904698323	0.09712281572189695
2008-01-01	IT	mdhifi	0.06407985140124352	0.08563141029820637
2008-01-01	IT	mdhim	0.07378501751809245	0.09321536858637498
2008-01-01	IT	mdhimfi	0.05223202557599454	0.06979888240998014
2008-01-01	IT	tb	0.050651501442125386	0.059611795584912496
2008-01-01	ES	md	0.05010733393884575	0.05790354250218257
2008-01-01	ES	mdhfi	0.046176914009578914	0.0524302506061374
2008-01-01	ES	mdhi	0.0703736996336336	0.08587690264615246
2008-01-01	ES	mdhifi	0.06310105555862325	0.07574116828622623
2008-01-01	ES	mdhim	0.06497315753021159	0.07800471735675119
2008-01-01	ES	mdhimfi	0.052762038947946205	0.0633310875024609
2008-01-01	ES	tb	0.044948268534994444	0.05164845303488035
2008-01-01	NL	md	0.07006340108117162	0.08288555668919019
2008-01-01	NL	mdhfi	0.06545408719638904	0.0762999332935785
2008-01-01	NL	mdhi	0.1525598769272397	0.18532510110600062
2008-01-01	NL	mdhifi	0.14782993525508875	0.17712345823616316
2008-01-01	NL	mdhim	0.12190473737157392	0.1457946746112028
2008-01-01	NL	mdhimfi	0.10512201821104007	0.12595267237434168
2008-01-01	NL	tb	0.055475934239905655	0.06578276172630489
2008-01-01	BE	md	0.03538104359618909	0.04727157560362381
2008-01-01	BE	mdhfi	0.037868158139834546	0.048116350652268776
2008-01-01	BE	mdhi	0.05221881043874067	0.07642717700897074
2008-01-01	BE	mdhifi	0.0586694928191275	0.08029266770634548
2008-01-01	BE	mdhim	0.054423053278990954	0.07651643450991064
2008-01-01	BE	mdhimfi	0.05321163571734885	0.07282326775750256
2008-01-01	BE	tb	0.0336887878094896	0.04438891494620297
2007-01-01	DE	md	0.05373628016538329	0.06411306507638112
2007-01-01	DE	mdhfi	0.05220428523006181	0.06122362448817326
2007-01-01	DE	mdhi	0.08496281788261346	0.111033844552289
2007-01-01	DE	mdhifi	0.08256608494451327	0.10591189824887103
2007-01-01	DE	mdhim	0.08801486215773573	0.10817025362134827
2007-01-01	DE	mdhimfi	0.06311205638007227	0.08095718354691607
2007-01-01	DE	tb	0.0472943250034888	0.05611116199411898
2007-01-01	FR	md	0.046540909524147175	0.05785717674739854
2007-01-01	FR	mdhfi	0.047843340733107184	0.057205514727813045
2007-01-01	FR	mdhi	0.0762111253125365	0.11871083656803541
2007-01-01	FR	mdhifi	0.08292584168443574	0.11950098260400259
2007-01-01	FR	mdhim	0.05914428640130031	0.08335993996450386
2007-01-01	FR	mdhimfi	0.042950205520549824	0.06330996160673702
2007-01-01	FR	tb	0.04052511879001888	0.05024490309449687
2007-01-01	IT	md	0.05843722879034862	0.06988932321541091
2007-01-01	IT	mdhfi	0.053880204817228536	0.06383075521944916
2007-01-01	IT	mdhi	0.0782965045770687	0.10427748211507809
2007-01-01	IT	mdhifi	0.06853805303026522	0.09163254741725395
2007-01-01	IT	mdhim	0.078318514246503	0.09967963624702124
2007-01-01	IT	mdhimfi	0.05594107365039244	0.0747909060325673
2007-01-01	IT	tb	0.052922218173504815	0.06279148572174253
2007-01-01	ES	md	0.039121498044296564	0.05233253498496178
2007-01-01	ES	mdhfi	0.036331761616881626	0.04740975311817
2007-01-01	ES	mdhi	0.05077310840934379	0.07743766401037709
2007-01-01	ES	mdhifi	0.04542587653947728	0.06814811801450768
2007-01-01	ES	mdhim	0.047649630398308274	0.06994324593342639
2007-01-01	ES	mdhimfi	0.03778028506462513	0.05667816498748936
2007-01-01	ES	tb	0.035046849276934376	0.04644407220577013
2007-01-01	NL	md	0.07206734245104389	0.08566842672948256
2007-01-01	NL	mdhfi	0.06695274561414546	0.07837299618195263
2007-01-01	NL	mdhi	0.15387456945229502	0.1883621444412159
2007-01-01	NL	mdhifi	0.14803269137975572	0.17868054824172977
2007-01-01	NL	mdhim	0.12463453956612612	0.14988269739741036
2007-01-01	NL	mdhimfi	0.10564627424122325	0.1275186854009967
2007-01-01	NL	tb	0.05705068893448795	0.06799990373892129
2007-01-01	BE	md	0.04511062510089629	0.05805322962352635
2007-01-01	BE	mdhfi	0.04633080546604447	0.05706219280615598
2007-01-01	BE	mdhi	0.06759173069003768	0.09338767465164828
2007-01-01	BE	mdhifi	0.07176542483809219	0.09393764740600655
2007-01-01	BE	mdhim	0.06959477379206548	0.0932743964982217
2007-01-01	BE	mdhimfi	0.0654827934765741	0.08571397129802444
2007-01-01	BE	tb	0.042067838924173755	0.05367641118637513
2006-01-01	DE	md	0.05178809835405276	0.062275491557344964
2006-01-01	DE	mdhfi	0.04872752192157974	0.05819154628042558
2006-01-01	DE	mdhi	0.0772971305442109	0.10328680163258841
2006-01-01	DE	mdhifi	0.07080787928234353	0.09499171105230055
2006-01-01	DE	mdhim	0.083223876224322	0.1034099435538402
2006-01-01	DE	mdhimfi	0.054362503646436085	0.07292955658042947
2006-01-01	DE	tb	0.0457316035642768	0.05463191436430596
2006-01-01	FR	md	0.044784331539964535	0.0560480742788916
2006-01-01	FR	mdhfi	0.046080523862904114	0.05551038682648346
2006-01-01	FR	mdhi	0.07043611178042414	0.11232010090690457
2006-01-01	FR	mdhifi	0.07683118369923612	0.11327997945211962
2006-01-01	FR	mdhim	0.05534721991798709	0.07930251709505072
2006-01-01	FR	mdhimfi	0.03982973357549445	0.06020549772533197
2006-01-01	FR	tb	0.03887839085017978	0.04854911064144176
2006-01-01	IT	md	0.0604350285919767	0.07096377434324512
2006-01-01	IT	mdhfi	0.05723018854010328	0.06610311876888147
2006-01-01	IT	mdhi	0.08021118928174936	0.10394226509947868
2006-01-01	IT	mdhifi	0.07364723843117481	0.0941119065767882
2006-01-01	IT	mdhim	0.0815308602492572	0.10110144458216871
2006-01-01	IT	mdhimfi	0.060293096884307736	0.07704699350680995
2006-01-01	IT	tb	0.05457192304962694	0.06363550835845283
2006-01-01	ES	md	0.03475176272754617	0.04651977446990541
2006-01-01	ES	mdhfi	0.03276790824438751	0.0425000407977834
2006-01-01	ES	mdhi	0.04713601765998589	0.07097513660829553
2006-01-01	ES	mdhifi	0.04347085118416749	0.0635268904808595
2006-01-01	ES	mdhim	0.04219721231121681	0.06211105255742175
2006-01-01	ES	mdhimfi	0.036109901820599415	0.052769838081000976
2006-01-01	ES	tb	0.03125268797757611	0.04141898724697604
2006-01-01	NL	md	0.06863005691751874	0.08196333322229644
2006-01-01	NL	mdhfi	0.06227025702570689	0.07324640664542442
2006-01-01	NL	mdhi	0.1501646508679061	0.1839907999424072
2006-01-01	NL	mdhifi	0.14147389343225217	0.1710700625178589
2006-01-01	NL	mdhim	0.1225732583777828	0.1473113813277352
2006-01-01	NL	mdhimfi	0.10065893879100113	0.12171666824313375
2006-01-01	NL	tb	0.05445583259977589	0.0651868424874055
2006-01-01	BE	md	0.04312005078268892	0.05639171059643944
2006-01-01	BE	mdhfi	0.04338501484121363	0.05433436347189077
2006-01-01	BE	mdhi	0.06297961748847815	0.0891872057629065
2006-01-01	BE	mdhifi	0.06503554407679393	0.08747034425762286
2006-01-01	BE	mdhim	0.06566794155272361	0.08985621021048869
2006-01-01	BE	mdhimfi	0.05967419283929654	0.08025952984702636
2006-01-01	BE	tb	0.039977952014572306	0.051859929185613794
2005-01-01	DE	md	0.04672830931658677	0.05541779208585655
2005-01-01	DE	mdhfi	0.0442835288342816	0.05093358571664966
2005-01-01	DE	mdhi	0.06637753508429449	0.08775029975120982
2005-01-01	DE	mdhifi	0.06124176466593054	0.07812796358268086
2005-01-01	DE	mdhim	0.07359649741471141	0.09022143148840957
2005-01-01	DE	mdhimfi	0.047066770034557136	0.06004449602772433
2005-01-01	DE	tb	0.041264654087453057	0.04863623333396379
2005-01-01	FR	md	0.046054981437230066	0.05535669281048959
2005-01-01	FR	mdhfi	0.04700067754410056	0.0548140415091273
2005-01-01	FR	mdhi	0.07665220337010051	0.11086575584738345
2005-01-01	FR	mdhifi	0.08184602317352381	0.11166860240382677
2005-01-01	FR	mdhim	0.05748305511968298	0.07710443305166798
2005-01-01	FR	mdhimfi	0.04278378019197538	0.059517419848026
2005-01-01	FR	tb	0.04008141245885716	0.04806430882920963
2005-01-01	IT	md	0.0649603978341688	0.07336853516196405
2005-01-01	IT	mdhfi	0.061677281831119236	0.06811506331962422
2005-01-01	IT	mdhi	0.0913214892764718	0.11021153587651619
2005-01-01	IT	mdhifi	0.08490078395189538	0.09970843724501945
2005-01-01	IT	mdhim	0.09018948780780797	0.10580138293233847
2005-01-01	IT	mdhimfi	0.06964872321114762	0.08179624526705455
2005-01-01	IT	tb	0.058646821905593824	0.06588121521469531
2005-01-01	ES	md	0.03506998944671078	0.046250238594248115
2005-01-01	ES	mdhfi	0.03300729301127956	0.0424922931647691
2005-01-01	ES	mdhi	0.049110443798371005	0.07164110636094088
2005-01-01	ES	mdhifi	0.04535627474969933	0.0647951677956301
2005-01-01	ES	mdhim	0.043309450118434296	0.06214240036682164
2005-01-01	ES	mdhimfi	0.03770389666003729	0.053863116495307166
2005-01-01	ES	tb	0.03173386566708027	0.04138454105905055
